Product_ID,Sale_Date,Sales_Rep,Region,Sales_Amount,Quantity_Sold,Product_Category,Unit_Cost,Unit_Price,Customer_Type,Discount,Payment_Method,Sales_Channel,Region_and_Sales_Rep,Profit,Revenue,Profit_Margin,Year,Month,Quarter
1003,2023-12-31,Alice,South,4775.59,30,Furniture,4190.28,4270.65,New,0.2,Cash,Online,South-Alice,2411.0999999999967,4766.03882,50.58918089131295,2023,December,2023Q4
1022,2023-08-17,Charlie,South,8813.55,21,Food,2537.2,2869.6,New,0.29,Bank Transfer,Retail,South-Charlie,6980.4000000000015,8787.990704999998,79.43112634414197,2023,August,2023Q3
1053,2023-10-16,Bob,North,2235.83,48,Furniture,121.19,487.65,New,0.18,Cash,Retail,North-Bob,17590.079999999998,2231.8055059999997,788.1547004302444,2023,October,2023Q4
1002,2023-05-30,David,North,6810.35,17,Furniture,4024.76,4420.150000000001,Returning,0.04,Cash,Online,North-David,6721.630000000006,6807.625860000001,98.73677164743604,2023,May,2023Q2
1088,2023-10-04,Bob,East,6116.75,40,Electronics,4904.93,5034.35,New,0.1,Credit Card,Retail,East-Bob,5176.800000000003,6110.63325,84.71789728175885,2023,October,2023Q4
1030,2023-07-17,David,West,3023.48,19,Clothing,3049.33,3209.22,Returning,0.26,Cash,Online,West-David,3037.9099999999976,3015.618952,100.73918649387761,2023,July,2023Q3
1038,2023-03-11,Bob,South,1452.35,15,Clothing,2543.36,2790.1000000000004,Returning,0.07,Cash,Online,South-Bob,3701.1000000000035,1451.3333549999998,255.0137766247372,2023,March,2023Q1
1002,2023-04-22,Eve,North,6551.23,9,Electronics,4398.16,4439.12,New,0.18,Bank Transfer,Online,North-Eve,368.6400000000003,6539.4377859999995,5.637181850543877,2023,April,2023Q2
1064,2023-01-04,Eve,East,7412.11,10,Electronics,4764.96,5074.42,New,0.12,Cash,Online,East-Eve,3094.6000000000004,7403.215467999999,41.800755541645955,2023,January,2023Q1
1060,2023-12-16,Eve,East,3224.71,44,Clothing,3784.96,4276.99,New,0.06,Bank Transfer,Retail,East-Eve,21649.31999999999,3222.775174,671.7601703853758,2023,December,2023Q4
1021,2023-11-27,Alice,South,6483.84,31,Furniture,2254.99,2441.79,Returning,0.24,Bank Transfer,Online,South-Alice,5790.800000000006,6468.278784,89.52613505658084,2023,November,2023Q4
1033,2023-11-14,David,South,4011.8,23,Furniture,2981.5,3360.4,Returning,0.22,Bank Transfer,Retail,South-David,8714.700000000003,4002.97404,217.7056336842994,2023,November,2023Q4
1076,2023-12-16,Eve,East,7160.75,30,Clothing,3519.63,3774.65,New,0.2,Credit Card,Retail,East-Eve,7650.599999999999,7146.4285,107.05487363373187,2023,December,2023Q4
1058,2023-04-05,Alice,North,2072.23,33,Furniture,1011.65,1084.28,Returning,0.07,Bank Transfer,Retail,North-Alice,2396.79,2070.779439,115.74337444442821,2023,April,2023Q2
1022,2023-06-01,David,East,8913.13,9,Electronics,2263.65,2558.9500000000003,New,0.03,Cash,Online,East-David,2657.7000000000016,8910.456060999999,29.82675613689895,2023,June,2023Q2
1089,2023-11-07,Bob,West,2945.36,47,Furniture,4157.62,4314.56,New,0.17,Bank Transfer,Retail,West-Bob,7376.180000000024,2940.352888,250.86036543787884,2023,November,2023Q4
1049,2023-05-17,Alice,West,3741.08,1,Furniture,3290.89,3317.75,Returning,0.17,Bank Transfer,Online,West-Alice,26.860000000000127,3734.720164,0.719197123760733,2023,May,2023Q2
1091,2023-09-04,Charlie,South,675.11,44,Food,2085.46,2406.58,Returning,0.06,Bank Transfer,Retail,South-Charlie,14129.279999999995,674.704934,2094.1420890809723,2023,September,2023Q3
1059,2023-08-31,Alice,North,1203.97,35,Food,3333.64,3764.52,Returning,0.02,Credit Card,Online,North-Alice,15080.800000000003,1203.729206,1252.839918216623,2023,August,2023Q3
1042,2023-01-31,Alice,North,5207.03,11,Food,635.2,814.1400000000001,Returning,0.02,Cash,Online,North-Alice,1968.3400000000006,5205.9885939999995,37.80914929910814,2023,January,2023Q1
1092,2023-02-09,David,West,2749.17,34,Furniture,2037.41,2238.65,New,0.3,Credit Card,Online,West-David,6842.16,2740.92249,249.6298244464403,2023,February,2023Q1
1060,2023-08-17,Bob,East,8371.25,16,Clothing,3975.99,4422.59,New,0.24,Cash,Online,East-Bob,7145.600000000006,8351.159,85.56417139225833,2023,August,2023Q3
1080,2023-02-05,Charlie,South,245.46,9,Electronics,1141.52,1550.19,New,0.28,Credit Card,Retail,South-Charlie,3678.0300000000007,244.772712,1502.6307344259847,2023,February,2023Q1
1015,2023-08-11,Eve,East,3853.03,32,Furniture,970.51,1330.84,Returning,0.06,Cash,Retail,East-Eve,11530.559999999998,3850.718182,299.43920731200365,2023,August,2023Q3
1062,2023-01-06,Eve,East,3439.72,15,Clothing,4756.55,4888.46,New,0.29,Credit Card,Online,East-Eve,1978.6499999999978,3429.744812,57.69088105555527,2023,January,2023Q1
1062,2023-11-18,Alice,East,291.34,12,Furniture,1088.99,1545.0,Returning,0.04,Bank Transfer,Retail,East-Alice,5472.12,291.223464,1879.010683012822,2023,November,2023Q4
1047,2023-08-08,David,North,1331.25,33,Electronics,1341.55,1427.21,Returning,0.15,Credit Card,Online,North-David,2826.7800000000025,1329.2531250000002,212.65927059603507,2023,August,2023Q3
1062,2023-03-16,David,West,4195.06,45,Furniture,4849.6,5166.72,Returning,0.25,Credit Card,Online,West-David,14270.399999999994,4184.57235,341.02409532959786,2023,March,2023Q1
1051,2023-01-04,Eve,North,4979.36,14,Electronics,3686.81,3710.92,New,0.1,Bank Transfer,Retail,North-Eve,337.5400000000018,4974.380639999999,6.785568383846111,2023,January,2023Q1
1055,2023-12-01,Charlie,West,4102.47,8,Furniture,3513.0,3838.42,Returning,0.13,Bank Transfer,Online,West-Charlie,2603.3600000000006,4097.136789,63.54095882250029,2023,December,2023Q4
1064,2023-05-14,Bob,South,5356.28,8,Electronics,4271.99,4417.79,Returning,0.04,Cash,Online,South-Bob,1166.4000000000015,5354.137488,21.78502144582958,2023,May,2023Q2
1003,2023-04-28,Charlie,South,5991.8,27,Furniture,623.32,853.6600000000001,Returning,0.04,Cash,Online,South-Charlie,6219.180000000001,5989.40328,103.83638752072812,2023,April,2023Q2
1051,2023-04-04,Bob,East,198.25,12,Electronics,3544.48,3723.66,Returning,0.19,Cash,Online,East-Bob,2150.159999999998,197.873325,1086.6345931165802,2023,April,2023Q2
1007,2023-03-03,Eve,West,4694.54,1,Food,2543.26,2637.9100000000003,Returning,0.2,Credit Card,Online,West-Eve,94.65000000000009,4685.15092,2.020212403317844,2023,March,2023Q1
1021,2023-07-13,Bob,West,9638.64,43,Furniture,4154.3,4469.07,Returning,0.23,Cash,Retail,West-Bob,13535.109999999979,9616.471128,140.74923971424604,2023,July,2023Q3
1073,2023-12-01,David,West,5238.42,40,Furniture,2565.3,3007.4700000000003,Returning,0.17,Credit Card,Retail,West-David,17686.800000000003,5229.5146859999995,338.21111636514877,2023,December,2023Q4
1039,2023-07-22,Alice,East,6807.67,42,Clothing,3120.19,3600.14,Returning,0.19,Credit Card,Retail,East-Alice,20157.899999999994,6794.735427,296.6693878896191,2023,July,2023Q3
1018,2023-01-26,Alice,East,3187.45,11,Clothing,2414.82,2519.07,Returning,0.0,Cash,Online,East-Alice,1146.75,3187.45,35.97703493388132,2023,January,2023Q1
1004,2023-06-22,Eve,South,7762.51,39,Electronics,2416.89,2778.4,Returning,0.05,Cash,Online,South-Eve,14098.890000000009,7758.628745000001,181.71883799809277,2023,June,2023Q2
1089,2023-10-27,David,North,7751.92,43,Furniture,3851.45,4186.98,Returning,0.3,Credit Card,Online,North-David,14427.78999999999,7728.66424,186.67895967492555,2023,October,2023Q4
1060,2023-05-13,Charlie,West,5260.83,31,Electronics,3161.4,3339.66,Returning,0.02,Bank Transfer,Online,West-Charlie,5526.059999999992,5259.777834,105.06261242211987,2023,May,2023Q2
1014,2023-11-22,David,West,9762.54,17,Food,3184.65,3204.01,New,0.2,Bank Transfer,Online,West-David,329.12000000000216,9743.014920000001,3.378009812182471,2023,November,2023Q4
1009,2023-04-28,Alice,North,1342.95,33,Clothing,2278.9,2626.9,New,0.05,Credit Card,Online,North-Alice,11484.0,1342.2785250000002,855.5601379378396,2023,April,2023Q2
1090,2023-11-20,Alice,West,267.78,32,Electronics,2678.99,3152.28,Returning,0.22,Cash,Retail,West-Alice,15145.280000000013,267.190884,5668.337097907882,2023,November,2023Q4
1053,2023-10-02,David,East,7724.57,29,Electronics,3741.3,4061.04,Returning,0.21,Credit Card,Online,East-David,9272.459999999994,7708.348403,120.29113780574914,2023,October,2023Q4
1002,2023-07-31,David,East,8090.84,21,Clothing,4138.41,4361.7,Returning,0.07,Credit Card,Retail,East-David,4689.089999999999,8085.176412,57.99613714105808,2023,July,2023Q3
1084,2023-08-13,Alice,West,1290.05,21,Furniture,3497.98,3765.31,New,0.08,Cash,Online,West-Alice,5613.9299999999985,1289.01796,435.5199209171608,2023,August,2023Q3
1092,2023-01-20,Charlie,East,2729.27,40,Electronics,4624.16,4731.98,New,0.2,Bank Transfer,Retail,East-Charlie,4312.799999999988,2723.81146,158.33695038495756,2023,January,2023Q1
1060,2023-04-23,Eve,East,273.77,23,Clothing,4110.6,4488.370000000001,New,0.12,Credit Card,Online,East-Eve,8688.71000000001,273.44147599999997,3177.539167467049,2023,April,2023Q2
1071,2023-05-20,Eve,West,3003.76,6,Furniture,2831.23,3206.98,Returning,0.06,Bank Transfer,Retail,West-Eve,2254.5,3001.9577440000003,75.10099049548779,2023,May,2023Q2
1044,2023-02-16,David,South,7754.1,22,Food,3373.46,3454.76,Returning,0.22,Bank Transfer,Retail,South-David,1788.600000000004,7737.040980000001,23.117364954166288,2023,February,2023Q1
1008,2023-01-01,Eve,North,5227.81,38,Clothing,4635.23,5075.44,Returning,0.05,Cash,Online,North-Eve,16727.980000000003,5225.196095,320.1407123458398,2023,January,2023Q1
1047,2023-03-31,Alice,East,3546.15,37,Electronics,3114.88,3256.78,Returning,0.26,Credit Card,Online,East-Alice,5250.300000000003,3536.93001,148.44229275546232,2023,March,2023Q1
1035,2023-05-22,Alice,South,3780.22,45,Food,4132.79,4624.1,New,0.15,Credit Card,Retail,South-Alice,22108.95000000002,3774.54967,585.7374238765818,2023,May,2023Q2
1078,2023-11-16,David,East,113.4,8,Furniture,3459.61,3657.23,Returning,0.03,Bank Transfer,Online,East-David,1580.9599999999991,113.36598000000001,1394.5629897081992,2023,November,2023Q4
1081,2023-02-07,David,East,3068.03,41,Furniture,2782.08,2879.24,New,0.21,Bank Transfer,Online,East-David,3983.559999999994,3061.5871370000004,130.11421271855158,2023,February,2023Q1
1036,2023-10-20,David,North,6499.94,49,Clothing,1247.1,1429.4399999999998,New,0.16,Cash,Online,North-David,8934.659999999996,6489.540096,137.67786110925041,2023,October,2023Q4
1050,2023-05-19,Charlie,East,9744.52,35,Clothing,2158.69,2384.38,Returning,0.09,Bank Transfer,Retail,East-Charlie,7899.1500000000015,9735.749932,81.13550630585364,2023,May,2023Q2
1004,2023-12-22,Eve,North,8485.9,11,Clothing,4840.33,4884.29,New,0.13,Cash,Online,North-Eve,483.5600000000004,8474.86833,5.705811360965421,2023,December,2023Q4
1002,2023-11-29,David,North,333.59,24,Furniture,3305.94,3599.27,New,0.09,Credit Card,Retail,North-David,7039.919999999998,333.289769,2112.2520565580276,2023,November,2023Q4
1006,2023-09-16,Bob,North,8995.75,49,Food,2843.76,3146.6000000000004,New,0.08,Cash,Retail,North-Bob,14839.160000000007,8988.5534,165.08952374917197,2023,September,2023Q3
1054,2023-06-10,Bob,South,7853.66,21,Furniture,4668.14,5040.22,New,0.05,Bank Transfer,Online,South-Bob,7813.6799999999985,7849.73317,99.54070833722362,2023,June,2023Q2
1004,2023-06-27,Alice,West,7825.72,2,Electronics,2953.23,2977.52,Returning,0.11,Credit Card,Retail,West-Alice,48.57999999999993,7817.111708,0.6214571546967067,2023,June,2023Q2
1054,2023-01-10,Eve,South,4634.16,40,Furniture,2654.11,2929.32,Returning,0.08,Cash,Online,South-Eve,11008.400000000001,4630.452671999999,237.7391754064775,2023,January,2023Q1
1093,2023-09-18,David,West,4040.25,19,Electronics,3808.59,3844.51,New,0.21,Credit Card,Online,West-David,682.4800000000014,4031.765475,16.927571909425147,2023,September,2023Q3
1063,2023-05-18,Bob,West,3098.87,39,Food,3577.69,3931.25,Returning,0.21,Cash,Retail,West-Bob,13788.839999999998,3092.362373,445.89987643081434,2023,May,2023Q2
1018,2023-06-21,Eve,North,750.38,28,Clothing,1006.14,1043.45,New,0.15,Bank Transfer,Retail,North-Eve,1044.6800000000017,749.2544300000001,139.42927237680817,2023,June,2023Q2
1090,2023-01-13,Alice,East,2359.53,17,Clothing,2382.98,2839.73,Returning,0.23,Bank Transfer,Retail,East-Alice,7764.75,2354.103081,329.83899739435407,2023,January,2023Q1
1044,2023-06-17,Charlie,North,2541.38,6,Furniture,2388.95,2742.97,Returning,0.25,Credit Card,Retail,North-Charlie,2124.12,2535.02655,83.79083840364513,2023,June,2023Q2
1034,2023-05-10,Eve,East,4892.36,19,Clothing,1922.21,2180.83,Returning,0.17,Credit Card,Retail,East-Eve,4913.779999999998,4884.042987999999,100.60886057049584,2023,May,2023Q2
1074,2023-03-25,Eve,West,7499.7,38,Food,2610.6,2836.94,Returning,0.19,Credit Card,Online,West-Eve,8600.920000000006,7485.45057,114.90183415906259,2023,March,2023Q1
1062,2023-11-17,Charlie,North,4790.72,28,Clothing,2094.88,2168.9100000000003,Returning,0.08,Cash,Retail,North-Charlie,2072.8400000000056,4786.8874240000005,43.30245974884254,2023,November,2023Q4
1100,2023-11-15,Eve,East,672.66,2,Furniture,1036.76,1189.35,New,0.27,Bank Transfer,Online,East-Eve,305.17999999999984,670.8438179999999,45.491959799203194,2023,November,2023Q4
1014,2023-04-11,Alice,South,9582.12,38,Food,2091.21,2527.0,Returning,0.01,Credit Card,Online,South-Alice,16560.019999999997,9581.161788000001,172.83937341232166,2023,April,2023Q2
1095,2023-11-25,Alice,East,9432.97,37,Electronics,407.77,860.95,New,0.1,Credit Card,Retail,East-Alice,16767.660000000003,9423.53703,177.93382619094993,2023,November,2023Q4
1048,2023-09-30,Charlie,North,7873.38,4,Furniture,2900.14,2910.51,New,0.22,Credit Card,Retail,North-Charlie,41.48000000000138,7856.058564,0.5280001372454303,2023,September,2023Q3
1015,2023-09-22,David,South,9914.15,22,Electronics,4275.59,4576.72,Returning,0.02,Cash,Retail,South-David,6624.860000000002,9912.16717,66.83563630817983,2023,September,2023Q3
1072,2023-02-07,Bob,East,5490.38,26,Food,3640.17,4002.63,New,0.05,Credit Card,Retail,East-Bob,9423.960000000001,5487.6348100000005,171.73081530182947,2023,February,2023Q1
1078,2023-04-04,David,East,9631.41,49,Furniture,1833.95,2147.14,Returning,0.18,Credit Card,Retail,East-David,15346.309999999992,9614.073462,159.62339023783082,2023,April,2023Q2
1087,2023-04-05,Eve,East,848.49,43,Furniture,481.0,531.02,New,0.17,Cash,Online,East-Eve,2150.859999999999,847.047567,253.92434661228413,2023,April,2023Q2
1062,2023-11-01,Bob,East,3720.24,36,Food,1050.64,1167.3300000000002,New,0.22,Cash,Online,East-Bob,4200.840000000002,3712.055472,113.16748986341662,2023,November,2023Q4
1040,2023-03-10,Charlie,East,2331.27,13,Clothing,2750.18,2882.85,Returning,0.24,Credit Card,Online,East-Charlie,1724.710000000001,2325.6749520000003,74.15954660890206,2023,March,2023Q1
1085,2023-11-14,Charlie,South,2038.75,32,Furniture,1074.93,1492.48,Returning,0.04,Credit Card,Retail,South-Charlie,13361.599999999999,2037.9345,655.6442319417037,2023,November,2023Q4
1080,2023-08-24,Bob,West,1493.95,17,Furniture,2742.67,2979.64,Returning,0.01,Cash,Retail,West-Bob,4028.4899999999966,1493.8006050000001,269.68057092198035,2023,August,2023Q3
1082,2023-11-30,Alice,South,6261.9,41,Electronics,1196.42,1444.97,Returning,0.21,Bank Transfer,Online,South-Alice,10190.549999999997,6248.75001,163.08141602227414,2023,November,2023Q4
1053,2023-05-17,Bob,South,7835.09,36,Clothing,4252.17,4720.27,New,0.09,Cash,Retail,South-Bob,16851.600000000013,7828.038419,215.2723210849128,2023,May,2023Q2
1024,2023-03-17,Eve,South,5825.15,46,Electronics,2016.49,2338.66,Returning,0.19,Bank Transfer,Retail,South-Eve,14819.819999999992,5814.082214999999,254.895260369138,2023,March,2023Q1
1026,2023-02-04,Alice,West,1554.93,19,Electronics,1265.48,1715.83,New,0.05,Credit Card,Retail,West-Alice,8556.649999999998,1554.1525350000002,550.5669364686908,2023,February,2023Q1
1089,2023-01-01,Charlie,North,8130.13,35,Clothing,4071.01,4304.7,New,0.14,Credit Card,Online,North-Charlie,8179.149999999986,8118.747818000001,100.74398396592721,2023,January,2023Q1
1060,2023-10-23,Bob,West,6395.95,46,Clothing,1747.05,1830.27,New,0.15,Bank Transfer,Retail,West-Bob,3828.1200000000013,6386.356075000001,59.94216349735871,2023,October,2023Q4
1041,2023-11-16,David,South,3942.84,40,Food,601.86,1067.53,New,0.18,Cash,Online,South-David,18626.8,3935.742888,473.2727855976754,2023,November,2023Q4
1029,2023-03-01,David,East,6773.89,28,Clothing,2873.53,3108.3,New,0.15,Credit Card,Retail,East-David,6573.5599999999995,6763.729165000001,97.18839769658338,2023,March,2023Q1
1015,2023-11-16,Eve,East,2673.06,1,Furniture,2928.74,3027.74,New,0.15,Bank Transfer,Retail,East-Eve,99.0,2669.0504100000003,3.709184346203487,2023,November,2023Q4
1045,2023-12-15,David,South,3517.4,42,Clothing,3587.74,3745.91,Returning,0.1,Cash,Online,South-David,6643.140000000003,3513.8826,189.05412491584104,2023,December,2023Q4
1065,2023-11-24,Bob,East,9183.11,18,Food,1239.09,1273.98,New,0.02,Bank Transfer,Retail,East-Bob,628.0200000000018,9181.273378000002,6.84022764755978,2023,November,2023Q4
1089,2023-09-24,Bob,South,2975.99,48,Food,2246.67,2486.14,New,0.03,Cash,Retail,South-Bob,11494.55999999999,2975.097203,386.3591410865237,2023,September,2023Q3
1071,2023-12-27,David,East,4752.88,40,Food,1447.72,1875.75,New,0.13,Cash,Retail,East-David,17121.199999999997,4746.701256,360.6968097762249,2023,December,2023Q4
1009,2023-08-17,Bob,West,8912.4,33,Clothing,450.72,918.17,Returning,0.11,Cash,Online,West-Bob,15425.849999999999,8902.59636,173.2736089137933,2023,August,2023Q3
1088,2023-09-27,Eve,North,7106.44,12,Clothing,4389.24,4856.219999999999,Returning,0.15,Cash,Retail,North-Eve,5603.759999999995,7095.78034,78.97313236164797,2023,September,2023Q3
1001,2023-11-12,Alice,North,715.81,8,Electronics,3657.91,3729.27,New,0.09,Bank Transfer,Retail,North-Alice,570.880000000001,715.165771,79.82484944738792,2023,November,2023Q4
1008,2023-10-13,Eve,West,1558.3,24,Electronics,1542.24,1739.45,Returning,0.21,Bank Transfer,Retail,West-Eve,4733.040000000001,1555.02757,304.37016624727755,2023,October,2023Q4
1088,2023-10-18,Eve,West,177.63,16,Furniture,3016.9,3040.73,New,0.26,Bank Transfer,Retail,West-Eve,381.27999999999884,177.168162,215.20796721930142,2023,October,2023Q4
1063,2023-08-01,Bob,South,6346.13,4,Electronics,1046.26,1475.29,Returning,0.09,Bank Transfer,Retail,South-Bob,1716.12,6340.418483,27.066352238441038,2023,August,2023Q3
1011,2023-06-14,Alice,South,4531.97,38,Furniture,4456.67,4642.46,New,0.06,Bank Transfer,Online,South-Alice,7060.019999999999,4529.250818,155.87611028168936,2023,June,2023Q2
1081,2023-01-05,Bob,South,1429.32,44,Food,618.79,938.04,Returning,0.03,Cash,Online,South-Bob,14047.0,1428.891204,983.0699468704966,2023,January,2023Q1
1008,2023-12-05,Charlie,East,9583.55,27,Electronics,68.99,429.29,Returning,0.18,Credit Card,Retail,East-Charlie,9728.1,9566.299609999998,101.69135816978662,2023,December,2023Q4
1035,2023-03-19,Bob,South,5343.63,9,Clothing,2534.94,2755.56,Returning,0.13,Credit Card,Retail,South-Bob,1985.579999999999,5336.6832810000005,37.20625518604762,2023,March,2023Q1
1035,2023-03-03,Bob,West,2494.74,47,Electronics,2936.48,3096.64,New,0.06,Bank Transfer,Online,West-Bob,7527.519999999993,2493.2431559999995,301.9168018925465,2023,March,2023Q1
1033,2023-05-12,Bob,North,5055.98,16,Furniture,2915.88,3397.36,New,0.2,Bank Transfer,Retail,North-Bob,7703.68,5045.868039999999,152.67303740269833,2023,May,2023Q2
1005,2023-03-30,Alice,East,6828.24,12,Electronics,319.83,802.4300000000001,New,0.04,Credit Card,Retail,East-Alice,5791.200000000001,6825.508704,84.84642319196142,2023,March,2023Q1
1041,2023-08-25,Bob,South,854.77,31,Food,1604.52,1756.34,Returning,0.17,Cash,Retail,South-Bob,4706.419999999998,853.3168909999999,551.5442211022632,2023,August,2023Q3
1028,2023-02-11,Alice,East,2819.57,24,Clothing,2521.03,2766.05,Returning,0.16,Bank Transfer,Retail,East-Alice,5880.48,2815.058688,208.89369110019774,2023,February,2023Q1
1007,2023-03-30,David,East,8088.96,14,Furniture,1122.07,1608.76,New,0.22,Cash,Retail,East-David,6813.660000000001,8071.164288,84.41979071260359,2023,March,2023Q1
1073,2023-10-23,Charlie,South,4650.68,45,Clothing,4369.5,4381.89,Returning,0.02,Credit Card,Retail,South-Charlie,557.5500000000147,4649.749864,11.990967607026844,2023,October,2023Q4
1072,2023-11-24,Alice,East,5511.11,25,Clothing,481.19,693.4,New,0.27,Credit Card,Retail,East-Alice,5305.249999999999,5496.230003,96.52525453091013,2023,November,2023Q4
1012,2023-10-22,David,North,4384.88,34,Furniture,2462.55,2521.77,New,0.21,Bank Transfer,Retail,North-David,2013.4799999999932,4375.671752,46.015334653009255,2023,October,2023Q4
1034,2023-04-14,Alice,West,534.61,3,Clothing,3472.51,3732.0,New,0.06,Cash,Online,West-Alice,778.4699999999993,534.289234,145.7019813354501,2023,April,2023Q2
1033,2023-01-14,Alice,West,1740.92,24,Clothing,1345.67,1367.76,New,0.06,Bank Transfer,Online,West-Alice,530.159999999998,1739.875448,30.471146690955436,2023,January,2023Q1
1048,2023-10-15,Charlie,North,4510.86,42,Electronics,3139.99,3349.37,Returning,0.13,Credit Card,Retail,North-Charlie,8793.960000000005,4504.995882,195.2046179473068,2023,October,2023Q4
1023,2023-06-28,Eve,East,2170.94,9,Clothing,4155.46,4273.6,Returning,0.25,Cash,Retail,East-Eve,1063.260000000003,2165.51265,49.099690089550066,2023,June,2023Q2
1062,2023-05-05,Eve,South,594.79,26,Clothing,992.17,1263.49,Returning,0.25,Bank Transfer,Retail,South-Eve,7054.3200000000015,593.303025,1188.9910724793626,2023,May,2023Q2
1088,2023-12-19,Alice,East,8452.13,20,Clothing,4590.24,5088.28,New,0.16,Bank Transfer,Retail,East-Alice,9960.8,8438.606591999998,118.03844498975786,2023,December,2023Q4
1037,2023-01-23,Bob,North,9813.81,40,Clothing,2790.11,3192.37,Returning,0.26,Bank Transfer,Online,North-Bob,16090.39999999999,9788.294093999999,164.38410866570754,2023,January,2023Q1
1099,2023-03-04,David,East,7952.11,10,Furniture,1531.2,1955.56,New,0.0,Credit Card,Online,East-David,4243.5999999999985,7952.11,53.3644529565109,2023,March,2023Q1
1044,2023-05-23,Bob,West,8552.47,19,Food,2182.75,2504.03,New,0.01,Bank Transfer,Online,West-Bob,6104.320000000003,8551.614753,71.38207433699631,2023,May,2023Q2
1086,2023-06-02,Bob,East,2495.57,3,Electronics,1595.35,1625.7099999999998,New,0.27,Cash,Online,East-Bob,91.0799999999997,2488.831961,3.6595479898692806,2023,June,2023Q2
1091,2023-05-25,Alice,North,9610.21,24,Clothing,3639.3,3750.63,New,0.23,Bank Transfer,Retail,North-Alice,2671.9199999999983,9588.106517,27.867024581575144,2023,May,2023Q2
1035,2023-08-13,Alice,West,2049.56,5,Clothing,3991.69,4454.97,New,0.14,Credit Card,Retail,West-Alice,2316.400000000001,2046.690616,113.17782872953774,2023,August,2023Q3
1065,2023-11-05,Alice,East,9519.16,3,Furniture,4173.04,4362.44,New,0.23,Bank Transfer,Retail,East-Alice,568.1999999999989,9497.265932,5.982774453914269,2023,November,2023Q4
1099,2023-04-14,Alice,East,9948.71,27,Food,4929.55,4990.33,Returning,0.29,Credit Card,Online,East-Alice,1641.0599999999931,9919.858740999998,16.543179120255918,2023,April,2023Q2
1047,2023-04-14,Eve,West,7146.06,16,Clothing,3966.86,4321.04,Returning,0.23,Credit Card,Retail,West-Eve,5666.879999999997,7129.624062000001,79.48357375816987,2023,April,2023Q2
1078,2023-02-08,Alice,South,9813.32,49,Furniture,3026.85,3183.58,Returning,0.25,Cash,Retail,South-Alice,7679.77,9788.7867,78.4547690675495,2023,February,2023Q1
1003,2023-07-17,Eve,West,5738.44,15,Electronics,1729.14,1870.88,Returning,0.23,Cash,Online,West-Eve,2126.1000000000004,5725.241588,37.135550829091066,2023,July,2023Q3
1001,2023-05-14,Eve,South,2669.46,35,Electronics,2745.75,3244.76,New,0.05,Bank Transfer,Online,South-Eve,17465.350000000006,2668.12527,654.5925784061858,2023,May,2023Q2
